Reference Number,Easting,Northing,Number of Vehicles,Casualty Severity,Age of Casualty,Accident Date,Hours,Minuts,1st Road Class_A,1st Road Class_A(M),1st Road Class_B,1st Road Class_Motorway,1st Road Class_Unclassified,Road Surface_Dry,Road Surface_Frost / Ice,Road Surface_Wet / Damp,Lighting Conditions_Darkness: no street lighting,Lighting Conditions_Darkness: street lighting unknown,Lighting Conditions_Darkness: street lights present and lit,Lighting Conditions_Darkness: street lights present but unlit,Lighting Conditions_Daylight: street lights present,Weather Conditions_Fine with high winds,Weather Conditions_Fine without high winds,Weather Conditions_Fog or mist – if hazard,Weather Conditions_Raining with high winds,Weather Conditions_Raining without high winds,Casualty Class_Driver,Casualty Class_Passenger,Casualty Class_Pedestrian,Sex of Casualty_Female,Sex of Casualty_Male,Type of Vehicle_Agricultural vehicle (includes diggers etc.),Type of Vehicle_Bus or coach (17 or more passenger seats),Type of Vehicle_Car,Type of Vehicle_Goods vehicle 3.5 tonnes mgw and under,Type of Vehicle_Goods vehicle 7.5 tonnes mgw and over,Type of Vehicle_Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw,Type of Vehicle_M/cycle 50cc and under,Type of Vehicle_Minibus (8 – 16 passenger seats),Type of Vehicle_Motorcycle over 125cc and up to 500cc,Type of Vehicle_Motorcycle over 500cc,Type of Vehicle_Motorcycle over 50cc and up to 125cc,Type of Vehicle_Pedal cycle,Type of Vehicle_Ridden horse,Type of Vehicle_Taxi/Private hire car
110047130.0,440436.84,439205.0,2.0,2,62.0,2011-01-28,7,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,425059.0,433371.0,2.0,2,39.0,2011-01-28,8,30,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,421531.75,434373.0,1.0,1,66.0,2011-01-28,12,15,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,431097.0,433000.0,1.0,1,39.0,2011-01-28,17,35,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110047130.0,429523.0,433820.0,2.0,2,29.0,2011-01-28,12,30,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,427893.0,434624.0,2.0,2,26.0,2011-01-28,7,55,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
110047130.0,421531.75,440320.0,1.0,1,11.0,2011-01-28,8,8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,432494.0,433751.0,3.0,2,61.0,2011-01-28,9,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,428108.0,432802.0,2.0,2,30.0,2011-01-28,7,55,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,421531.75,440258.0,2.0,2,59.0,2011-01-28,16,35,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
110047130.0,428370.0,431571.0,3.0,2,10.0,2011-01-28,14,7,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,430472.0,435630.0,2.0,2,23.0,2011-01-28,7,50,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110047130.0,428427.0,434017.0,2.0,1,26.0,2011-01-28,19,40,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,428427.0,434017.0,2.0,2,30.0,2011-01-28,19,40,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,430711.0,433060.0,2.0,2,22.0,2011-01-28,18,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,433155.0,426478.1,1.0,1,13.0,2011-01-28,9,20,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,427496.0,431324.0,3.0,2,66.0,2011-01-28,10,25,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,427496.0,431324.0,3.0,2,33.0,2011-01-28,10,25,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,427496.0,431324.0,3.0,2,46.0,2011-01-28,10,25,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,427496.0,431324.0,3.0,2,30.0,2011-01-28,10,25,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,440364.0,432921.0,1.0,2,41.0,2011-01-28,14,50,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,428420.0,428769.0,2.0,2,49.0,2011-01-28,13,50,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,428420.0,428769.0,2.0,2,40.0,2011-01-28,13,50,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,440436.84,431677.0,2.0,2,56.0,2011-01-28,15,13,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110047130.0,421531.75,441043.0,2.0,2,41.0,2011-01-28,17,50,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,423699.0,434572.0,2.0,1,58.0,2011-01-28,17,25,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,423699.0,434572.0,2.0,2,72.0,2011-01-28,17,25,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,423699.0,434572.0,2.0,2,49.0,2011-01-28,17,25,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,433877.0,434054.0,2.0,2,35.0,2011-01-28,19,38,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,438120.0,442479.9,1.0,2,35.0,2011-01-28,5,17,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,431401.0,433650.0,1.0,2,53.0,2011-01-28,5,17,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,431329.0,426478.1,3.0,2,19.0,2011-01-28,19,20,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,428556.0,432730.0,2.0,2,29.0,2011-01-28,12,50,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,424194.0,438765.0,2.0,2,18.0,2011-01-28,11,45,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,424194.0,438765.0,2.0,2,18.0,2011-01-28,11,45,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,429560.0,431576.0,1.0,2,49.0,2011-01-28,13,45,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,429560.0,431576.0,1.0,1,64.0,2011-01-28,13,45,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,436287.0,428304.0,1.0,2,11.0,2011-01-28,15,55,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,432430.0,434850.0,2.0,2,19.0,2011-01-28,17,15,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,438484.0,427254.0,2.0,2,51.0,2011-01-28,7,50,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,438484.0,427254.0,2.0,2,10.0,2011-01-28,7,50,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,438787.0,426990.0,1.0,2,33.0,2011-01-28,9,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,422224.0,433798.0,1.0,2,15.0,2011-01-28,8,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
110047130.0,422224.0,433798.0,1.0,2,15.0,2011-01-28,8,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
110047130.0,430361.0,433450.0,1.0,2,52.0,2011-01-28,15,15,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110047130.0,430361.0,433450.0,1.0,2,26.0,2011-01-28,15,15,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110047130.0,433070.0,434009.0,2.0,2,18.0,2011-01-28,17,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
110047130.0,430733.0,439260.0,1.0,2,56.0,2011-01-28,20,35,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,432028.0,435899.0,2.0,1,50.0,2011-01-28,16,40,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110047130.0,433906.0,434112.0,2.0,1,58.0,2011-01-28,7,55,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
110047130.0,421531.75,442479.9,2.0,2,44.0,2011-01-28,10,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,437041.0,426478.1,3.0,2,42.0,2011-01-28,10,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110047130.0,428112.0,426478.1,3.0,2,35.0,2011-01-28,18,30,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110086400.0,433158.0,435250.0,2.0,2,54.0,2011-01-28,11,15,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,427812.0,434421.0,2.0,1,43.0,2011-01-28,8,50,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
110047130.0,426988.0,427908.0,2.0,2,44.0,2011-01-28,10,25,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110047130.0,426988.0,427908.0,2.0,2,51.0,2011-01-28,10,25,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110047130.0,427458.0,437284.0,2.0,2,39.0,2011-01-28,16,50,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,427458.0,437284.0,2.0,2,39.0,2011-01-28,16,50,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,427458.0,437284.0,2.0,2,31.0,2011-01-28,16,50,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,431188.0,434979.0,2.0,2,35.0,2011-01-28,5,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,429282.0,433481.0,2.0,2,21.0,2011-01-28,16,40,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,429282.0,433481.0,2.0,2,20.0,2011-01-28,16,40,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,429282.0,433481.0,2.0,2,12.0,2011-01-28,16,40,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,429282.0,433481.0,2.0,2,27.0,2011-01-28,16,40,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,424413.0,434459.0,2.0,1,21.0,2011-01-28,13,30,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,424413.0,434459.0,2.0,1,22.0,2011-01-28,13,30,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,430041.0,432184.0,1.0,2,25.0,2011-01-28,20,39,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,427690.0,436573.0,1.0,2,22.0,2011-01-28,21,44,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110047130.0,431402.0,435025.0,2.0,2,44.0,2011-01-28,13,58,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,429913.0,430965.0,2.0,2,21.0,2011-01-28,5,17,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,429913.0,430965.0,2.0,2,19.0,2011-01-28,5,17,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,429913.0,430965.0,2.0,2,21.0,2011-01-28,5,17,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,430901.0,435546.0,2.0,2,45.0,2011-01-28,21,24,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110047130.0,430100.0,431513.0,2.0,2,39.0,2011-01-28,16,35,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
110047380.0,430424.0,433976.0,3.0,2,26.0,2011-01-28,21,44,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110047780.0,429992.0,434071.0,1.0,2,12.0,2011-01-28,14,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110134616.0,427973.0,431072.0,1.0,2,28.0,2011-01-28,21,44,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110134616.0,427973.0,431072.0,1.0,2,35.0,2011-01-28,21,44,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,432497.0,433611.0,2.0,2,30.0,2011-01-28,19,45,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,431617.0,435267.0,1.0,1,11.0,2011-01-28,8,20,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,431775.0,435545.0,2.0,2,53.0,2011-01-28,15,15,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,421531.75,434390.0,3.0,2,19.0,2011-01-28,17,25,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,421531.75,434390.0,3.0,2,43.0,2011-01-28,17,25,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,421531.75,434390.0,3.0,2,19.0,2011-01-28,17,25,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,421531.75,434390.0,3.0,2,13.0,2011-01-28,17,25,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,424376.0,435296.0,2.0,2,41.0,2011-01-28,18,55,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,430175.0,434113.0,1.0,2,20.0,2011-01-28,5,17,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,433138.0,434005.0,1.0,1,22.0,2011-01-28,18,20,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
110047130.0,429617.0,434645.0,2.0,2,24.0,2011-01-28,21,44,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,424032.0,442013.0,1.0,1,18.0,2011-01-28,21,26,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,424032.0,442013.0,1.0,1,19.0,2011-01-28,21,26,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,424032.0,442013.0,1.0,0,18.0,2011-01-28,21,26,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,426592.0,431736.0,2.0,2,19.0,2011-01-28,18,15,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
110047130.0,433299.0,429978.0,3.0,2,39.0,2011-01-28,8,31,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,433299.0,429978.0,3.0,2,31.0,2011-01-28,8,31,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,427452.0,434601.0,2.0,2,28.0,2011-01-28,8,45,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110047130.0,426422.0,432040.0,1.0,1,17.0,2011-01-28,17,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,426065.0,436365.0,1.0,1,11.0,2011-01-28,15,25,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,431883.0,435241.0,2.0,2,24.0,2011-01-28,18,29,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,431883.0,435241.0,2.0,2,25.0,2011-01-28,18,29,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110048910.0,440436.84,442479.9,2.0,2,24.0,2011-01-28,18,45,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
110047130.0,424173.0,434735.0,2.0,2,35.0,2011-01-28,8,53,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,424173.0,434735.0,2.0,2,31.0,2011-01-28,8,53,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,431660.0,426478.1,2.0,2,45.0,2011-01-28,8,50,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,427992.0,435197.0,3.0,2,41.0,2011-01-28,10,33,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,427992.0,435197.0,3.0,2,35.0,2011-01-28,10,33,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,429746.0,437053.0,3.0,2,39.0,2011-01-28,13,50,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,421531.75,434556.0,2.0,2,31.0,2011-01-28,16,40,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,421531.75,435274.0,3.0,2,36.0,2011-01-28,17,14,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,421531.75,435274.0,3.0,2,49.0,2011-01-28,17,14,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,437311.0,429483.0,2.0,2,18.0,2011-01-28,17,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110047130.0,437311.0,429483.0,2.0,2,17.0,2011-01-28,17,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110047130.0,440436.84,430289.0,1.0,1,10.0,2011-01-28,17,45,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,432718.0,433562.0,2.0,1,26.0,2011-01-28,18,50,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,431320.0,441249.0,1.0,2,39.0,2011-01-28,14,21,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110047130.0,423750.0,434662.0,3.0,2,37.0,2011-01-28,5,17,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,440436.84,435118.0,2.0,2,32.0,2011-01-28,12,25,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110047130.0,440436.84,435118.0,2.0,2,29.0,2011-01-28,12,25,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
